release_year,type,rating,listed_in1,listed_in2,listed_in3,country1,Cluster
2012,Movie,PG-13,Comedies, Dramas, Independent Movies,United Kingdom,0
2014,Movie,R,Horror Movies, Thrillers,0,United States,1
2014,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2019,Movie,TV-14,Comedies, Dramas, Independent Movies,United States,0
2017,Movie,TV-14,Dramas, Independent Movies, International Movies,Canada,0
2017,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Belgium,3
2011,Movie,PG-13,Action & Adventure, Thrillers,0,United Kingdom,1
2020,Movie,TV-MA,International Movies, Thrillers,0,Spain,1
2020,TV Show,TV-MA,International TV Shows, TV Dramas,0,Germany,3
2019,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,China,3
2017,Movie,TV-14,Documentaries,0,0,United Kingdom,1
2012,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,Singapore,3
2011,Movie,TV-14,International Movies, Thrillers,0,Egypt,1
2018,TV Show,TV-MA,Crime TV Shows, TV Dramas,0,United States,3
1990,Movie,TV-14,Dramas,0,0,United States,2
2020,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Dramas,Mexico,3
2020,TV Show,TV-MA,International TV Shows, Reality TV, TV Comedies,France,3
2018,Movie,TV-MA,Dramas, International Movies, Sci-Fi & Fantasy,Spain,0
2009,Movie,R,Comedies, Dramas, Romantic Movies,United States,1
2018,Movie,TV-14,Dramas, International Movies,0,Nigeria,0
2011,TV Show,TV-Y,Kids' TV,0,0,Malaysia,3
2020,Movie,TV-MA,Documentaries, Sports Movies,0,United States,1
2019,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2019,Movie,TV-14,Dramas, International Movies,0,India,0
2017,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2020,Movie,TV-MA,Stand-Up Comedy,0,0,Australia,1
2018,Movie,TV-MA,Dramas, International Movies, Romantic Movies,China,0
2018,Movie,TV-14,Action & Adventure, Comedies, International Movies,Egypt,0
2016,Movie,R,Action & Adventure,0,0,United States,1
2019,Movie,TV-14,Dramas, International Movies,0,India,0
2005,Movie,R,Action & Adventure, Dramas, Sci-Fi & Fantasy,United States,1
2019,TV Show,TV-MA,TV Action & Adventure, TV Dramas, TV Horror,United States,3
1995,TV Show,TV-G,Kids' TV,0,0,United States,2
2019,TV Show,TV-MA,International TV Shows, Korean TV Shows, TV Action & Adventure,South Korea,3
2018,TV Show,TV-MA,Docuseries, International TV Shows, Reality TV,Brazil,3
2020,TV Show,TV-14,International TV Shows, TV Comedies, TV Dramas,Egypt,3
2020,TV Show,TV-MA,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,Spain,3
2018,TV Show,TV-14,TV Action & Adventure, TV Dramas,0,United States,3
2008,TV Show,TV-14,Anime Series, International TV Shows, Romantic TV Shows,Japan,3
2020,TV Show,TV-MA,International TV Shows, TV Dramas, TV Horror,France,3
2020,Movie,PG-13,Comedies, Horror Movies,0,United States,1
2019,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,United States,3
2018,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2008,Movie,PG-13,Action & Adventure,0,0,United States,1
2020,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2016,Movie,TV-MA,Dramas, Independent Movies, International Movies,South Africa,0
2016,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2018,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2017,TV Show,TV-Y,Kids' TV,0,0,United States,3
2016,TV Show,TV-Y,Kids' TV,0,0,United States,3
2016,TV Show,TV-14,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,Spain,3
2019,Movie,R,Dramas, Thrillers,0,United States,1
2018,TV Show,TV-14,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,Spain,3
2017,Movie,TV-MA,Dramas, Independent Movies, International Movies,Mexico,0
2017,Movie,TV-MA,Horror Movies, International Movies, Thrillers,Spain,0
2018,TV Show,TV-MA,International TV Shows, TV Dramas,0,France,3
2008,Movie,TV-PG,Dramas, International Movies, Romantic Movies,Indonesia,0
2017,Movie,TV-14,Dramas, Faith & Spirituality, International Movies,Indonesia,0
2015,Movie,TV-MA,Comedies, Dramas, International Movies,Lebanon,0
2012,Movie,TV-14,Action & Adventure, International Movies, Music & Musicals,India,0
2012,TV Show,TV-MA,British TV Shows, Crime TV Shows, International TV Shows,United Kingdom,3
2017,Movie,NR,Dramas,0,0,United Kingdom,1
2018,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Action & Adventure,Spain,3
1991,Movie,TV-14,Dramas, Thrillers,0,United States,2
2015,Movie,PG-13,Dramas,0,0,United States,1
2013,TV Show,TV-G,Kids' TV, TV Comedies,0,United States,3
2006,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Dramas,Argentina,3
2018,Movie,R,Action & Adventure, Sci-Fi & Fantasy,0,United Kingdom,1
2016,Movie,TV-PG,Documentaries,0,0,United States,1
2020,Movie,R,Dramas,0,0,United Kingdom,1
2016,Movie,TV-PG,International Movies, Romantic Movies,0,Philippines,1
2016,Movie,R,Dramas, Thrillers,0,United States,1
2018,TV Show,TV-14,Anime Series, International TV Shows, Romantic TV Shows,Japan,3
2019,Movie,TV-PG,Anime Features, International Movies, Sci-Fi & Fantasy,Japan,0
2017,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2020,Movie,TV-MA,Stand-Up Comedy,0,0,India,1
2018,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2020,Movie,TV-MA,Stand-Up Comedy,0,0,India,1
2020,TV Show,TV-14,Romantic TV Shows, TV Dramas,0,United States,3
2010,Movie,TV-14,Dramas, International Movies, Music & Musicals,India,0
2017,Movie,TV-14,Dramas, International Movies,0,India,0
2014,Movie,TV-14,Dramas, International Movies,0,India,0
2006,Movie,TV-14,Dramas, International Movies, Romantic Movies,India,0
2001,Movie,NR,Comedies, Dramas, International Movies,Turkey,0
2004,Movie,NR,Comedies, Dramas, International Movies,Turkey,0
2018,Movie,TV-14,Dramas, International Movies, Thrillers,India,0
2018,TV Show,TV-14,Crime TV Shows, International TV Shows, Korean TV Shows,South Korea,3
2020,TV Show,TV-PG,Docuseries, Reality TV,0,United States,3
2018,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2018,Movie,TV-MA,Documentaries, International Movies,0,France,0
2017,Movie,TV-MA,Documentaries,0,0,United States,1
2016,TV Show,TV-Y,Kids' TV, Korean TV Shows,0,South Korea,3
2018,Movie,TV-MA,Dramas,0,0,United Kingdom,1
2018,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2011,Movie,R,Dramas, Romantic Movies,0,United Kingdom,1
2015,TV Show,TV-MA,TV Comedies,0,0,United States,3
2018,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2017,TV Show,TV-MA,British TV Shows, TV Comedies,0,United Kingdom,3
2013,Movie,TV-MA,Action & Adventure, International Movies,0,Pakistan,0
2016,Movie,TV-14,Action & Adventure, International Movies, Sci-Fi & Fantasy,India,0
2012,Movie,PG,Dramas, International Movies, Sports Movies,Saudi Arabia,0
2019,TV Show,TV-PG,International TV Shows, Romantic TV Shows, Teen TV Shows,China,3
2015,Movie,TV-MA,Dramas, International Movies,0,India,0
2005,Movie,R,Comedies, Independent Movies,0,United States,1
2009,Movie,TV-14,Comedies, International Movies, Romantic Movies,India,0
2016,Movie,R,Dramas,0,0,United States,1
2017,TV Show,TV-PG,Kids' TV,0,0,France,3
2017,Movie,TV-14,Dramas, Romantic Movies,0,United States,1
2017,Movie,TV-PG,Documentaries,0,0,United Kingdom,1
2019,Movie,TV-PG,Children & Family Movies, Dramas,0,United States,1
2017,Movie,PG-13,Dramas, Independent Movies, Thrillers,United States,1
2015,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2019,Movie,TV-MA,Documentaries, International Movies, Music & Musicals,France,0
2018,TV Show,TV-MA,British TV Shows, International TV Shows, Romantic TV Shows,United Kingdom,3
2018,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,Australia,3
2007,Movie,R,Action & Adventure,0,0,United States,1
2013,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2011,Movie,PG-13,Dramas,0,0,United States,1
2017,Movie,TV-MA,Comedies, Dramas,0,United States,1
2016,Movie,R,Action & Adventure, Comedies,0,United Kingdom,1
2014,Movie,TV-14,Horror Movies, Independent Movies, International Movies,Egypt,0
2015,Movie,TV-14,Comedies, Dramas, International Movies,Mexico,0
2018,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Denmark,3
2020,TV Show,TV-MA,TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy,United States,3
2020,TV Show,TV-14,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2020,Movie,TV-MA,Dramas, International Movies, Thrillers,France,0
2019,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2018,TV Show,TV-PG,British TV Shows, International TV Shows, TV Action & Adventure,United Kingdom,3
2011,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2016,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2010,Movie,TV-14,Dramas, International Movies,0,India,0
2019,Movie,TV-14,Action & Adventure, International Movies, Sports Movies,Hong Kong,0
2019,TV Show,TV-MA,International TV Shows, TV Dramas, TV Mysteries,Germany,3
2014,Movie,TV-MA,Dramas, International Movies,0,Germany,0
2015,Movie,R,Dramas, Independent Movies, Music & Musicals,United Kingdom,0
2018,TV Show,TV-Y,Kids' TV, TV Comedies,0,United States,3
2018,Movie,TV-14,Thrillers,0,0,United States,1
2020,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2018,Movie,TV-14,Dramas, Thrillers,0,United States,1
2016,Movie,TV-MA,Comedies, International Movies, Romantic Movies,Spain,0
2018,TV Show,TV-MA,Docuseries,0,0,United States,3
2020,Movie,R,Horror Movies, Thrillers,0,United States,1
2018,Movie,R,Dramas, Independent Movies,0,United States,1
2012,Movie,TV-14,Action & Adventure, Comedies, International Movies,Egypt,0
2017,TV Show,TV-Y,Kids' TV, TV Comedies,0,United States,3
2015,Movie,TV-MA,Comedies, Dramas, Independent Movies,United States,1
1983,Movie,TV-MA,Dramas, International Movies,0,Poland,2
2017,Movie,TV-MA,Comedies, International Movies, Romantic Movies,France,0
2018,Movie,TV-PG,Comedies, Dramas, International Movies,Kuwait,0
2012,TV Show,TV-MA,TV Comedies, TV Dramas,0,United States,3
2016,Movie,TV-MA,Dramas, Independent Movies, International Movies,Hong Kong,0
2016,TV Show,TV-PG,British TV Shows, Docuseries, Science & Nature TV,United Kingdom,3
2007,Movie,TV-PG,Comedies, International Movies, Music & Musicals,India,0
2015,Movie,TV-MA,Comedies, International Movies,0,India,0
2013,Movie,TV-MA,Comedies, International Movies,0,Italy,0
2016,Movie,TV-Y7,Children & Family Movies,0,0,United States,1
2014,Movie,R,Dramas, Independent Movies,0,United States,1
2008,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2020,Movie,R,Action & Adventure,0,0,United States,1
2018,TV Show,TV-MA,International TV Shows, TV Comedies, TV Dramas,Spain,3
2017,Movie,TV-MA,Comedies, Horror Movies, Independent Movies,United States,1
2009,Movie,TV-14,Comedies, International Movies,0,India,0
2020,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,China,3
2020,TV Show,TV-MA,Crime TV Shows, TV Dramas,0,Australia,3
1999,Movie,TV-MA,Dramas, International Movies,0,France,2
2016,Movie,TV-MA,Comedies, Dramas, International Movies,France,0
2015,TV Show,TV-G,Docuseries, Reality TV,0,United States,3
1967,Movie,TV-MA,Classic Movies, Dramas, International Movies,Poland,2
2015,TV Show,TV-MA,TV Comedies,0,0,United States,3
2017,TV Show,TV-MA,TV Comedies,0,0,United States,3
2019,TV Show,TV-MA,TV Dramas, TV Thrillers,0,United States,3
2003,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2017,Movie,TV-14,Comedies, Dramas, International Movies,China,0
2020,Movie,TV-MA,Comedies, Dramas, Independent Movies,India,0
2018,Movie,TV-14,Comedies, International Movies, Romantic Movies,Lebanon,0
2020,Movie,TV-14,Dramas, Independent Movies,0,United States,1
2017,Movie,TV-MA,Action & Adventure, Sci-Fi & Fantasy,0,United Kingdom,1
2021,Movie,TV-MA,Comedies, International Movies,0,South Korea,0
2016,TV Show,TV-14,International TV Shows, TV Comedies, TV Dramas,Turkey,3
2015,TV Show,TV-14,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2012,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2018,Movie,R,LGBTQ Movies, Thrillers,0,Canada,1
2000,Movie,PG-13,Horror Movies, Thrillers,0,United States,2
2017,TV Show,TV-14,International TV Shows, TV Dramas,0,Taiwan,3
2018,Movie,TV-14,Dramas, Thrillers,0,United States,1
2013,Movie,TV-14,Comedies, International Movies,0,India,0
2015,Movie,TV-PG,Comedies, International Movies, Romantic Movies,India,0
2020,TV Show,TV-14,International TV Shows, Reality TV, Romantic TV Shows,United States,3
2020,Movie,TV-MA,Dramas, International Movies,0,Austria,0
2021,Movie,TV-14,Documentaries,0,0,United States,1
1993,Movie,PG-13,Classic Movies, Dramas, Independent Movies,United States,2
2005,TV Show,TV-Y7,Kids' TV, TV Comedies,0,United States,3
2002,Movie,R,Dramas, International Movies, Romantic Movies,Indonesia,0
2006,Movie,TV-PG,Comedies, Dramas, International Movies,Saudi Arabia,0
2009,Movie,TV-PG,Comedies, International Movies, Music & Musicals,India,0
2017,Movie,TV-MA,Action & Adventure,0,0,United States,1
2020,Movie,R,Comedies, Sports Movies,0,United States,1
2018,Movie,TV-MA,Dramas, International Movies, Thrillers,Spain,0
2017,TV Show,TV-PG,TV Dramas,0,0,United States,3
2018,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,Israel,3
2015,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2014,Movie,TV-14,International Movies, Romantic Movies,0,Nigeria,1
2019,TV Show,TV-14,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2019,TV Show,TV-MA,Crime TV Shows, TV Dramas,0,United States,3
2018,Movie,TV-14,Comedies, Romantic Movies,0,United States,1
2000,Movie,PG-13,Action & Adventure, Comedies, Dramas,Germany,2
2017,Movie,R,Comedies,0,0,United States,1
2015,Movie,R,Comedies, Dramas, Independent Movies,United States,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,Brazil,1
2020,Movie,TV-14,Comedies, International Movies, Romantic Movies,Indonesia,0
2004,Movie,TV-MA,Comedies, Dramas, International Movies,Uruguay,0
1980,Movie,TV-14,Documentaries, International Movies,0,Lebanon,2
2018,Movie,TV-MA,Sci-Fi & Fantasy, Thrillers,0,United Kingdom,1
1954,Movie,TV-G,Children & Family Movies, Classic Movies, Comedies,United States,2
2018,Movie,TV-PG,Children & Family Movies, Dramas,0,France,1
2016,Movie,TV-MA,Dramas, Independent Movies,0,United States,1
2019,TV Show,TV-MA,British TV Shows, International TV Shows, TV Comedies,United Kingdom,3
2016,Movie,TV-MA,Comedies, Independent Movies, Thrillers,United Kingdom,0
2020,TV Show,TV-MA,British TV Shows, Crime TV Shows, International TV Shows,United Kingdom,3
2016,TV Show,TV-14,International TV Shows, Korean TV Shows, TV Dramas,South Korea,3
2016,TV Show,TV-14,Docuseries, International TV Shows, Reality TV,United States,3
2010,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2017,Movie,TV-MA,Documentaries, LGBTQ Movies, Music & Musicals,United States,1
2019,Movie,TV-MA,Dramas, International Movies,0,Spain,0
1967,Movie,R,Classic Movies, Dramas, Independent Movies,United States,2
2011,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2016,Movie,TV-14,Documentaries,0,0,United Kingdom,1
2015,Movie,TV-MA,Dramas, International Movies, Thrillers,Romania,0
2015,TV Show,TV-PG,British TV Shows, Docuseries, Science & Nature TV,United Kingdom,3
2013,TV Show,TV-PG,British TV Shows, Docuseries, Science & Nature TV,United Kingdom,3
2008,Movie,PG-13,Comedies, Romantic Movies,0,United States,1
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Colombia,3
2016,Movie,PG-13,Comedies,0,0,Germany,1
1999,Movie,PG-13,Action & Adventure, Comedies, Sci-Fi & Fantasy,United States,2
2018,Movie,PG-13,Dramas, Independent Movies,0,United States,1
2018,Movie,R,Horror Movies, Independent Movies, Sci-Fi & Fantasy,United States,1
2019,Movie,TV-Y,Children & Family Movies,0,0,Hungary,1
1971,Movie,G,Children & Family Movies, Classic Movies, Comedies,United States,2
2017,Movie,TV-MA,Comedies, Independent Movies, Romantic Movies,United States,1
2018,Movie,PG-13,Horror Movies, Sci-Fi & Fantasy,0,Australia,1
2019,Movie,R,Comedies,0,0,United States,1
2016,TV Show,TV-G,Reality TV,0,0,United States,3
1981,Movie,NR,Classic Movies, Dramas,0,Australia,2
2014,TV Show,TV-MA,International TV Shows, TV Dramas, TV Thrillers,Turkey,3
2010,Movie,R,Dramas, Independent Movies,0,United States,1
2015,TV Show,TV-Y7,Kids' TV,0,0,Italy,3
2019,Movie,TV-14,Action & Adventure, Dramas, International Movies,Malaysia,0
2014,Movie,R,Comedies, Dramas, Independent Movies,United States,1
2019,Movie,TV-14,Children & Family Movies, Dramas,0,United States,1
2015,TV Show,TV-14,British TV Shows, Crime TV Shows, Docuseries,United Kingdom,3
2017,Movie,TV-MA,Dramas, Independent Movies,0,Canada,1
2016,Movie,TV-14,Comedies, Dramas, International Movies,Nigeria,0
2017,Movie,TV-PG,Comedies, Dramas, International Movies,United Kingdom,0
2020,TV Show,TV-Y7,Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy,United States,3
2018,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,Turkey,3
2016,Movie,R,Dramas, Independent Movies, Sports Movies,United States,1
2019,Movie,TV-MA,Action & Adventure, Dramas, International Movies,Poland,0
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Netherlands,3
2017,Movie,R,Dramas, Independent Movies, Thrillers,United States,1
2017,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2020,TV Show,TV-Y,Kids' TV,0,0,United States,3
2020,Movie,TV-14,Comedies,0,0,United States,1
2020,TV Show,TV-MA,International TV Shows, TV Comedies,0,Canada,3
2014,TV Show,TV-14,International TV Shows, TV Dramas,0,Singapore,3
2020,Movie,TV-MA,Dramas, International Movies, Romantic Movies,India,0
2017,TV Show,TV-Y7,Kids' TV,0,0,Italy,3
2006,Movie,PG-13,Action & Adventure, Dramas,0,United States,1
2009,TV Show,TV-MA,British TV Shows, Docuseries, International TV Shows,United Kingdom,3
2017,TV Show,TV-PG,British TV Shows, Docuseries,0,United Kingdom,3
2017,TV Show,TV-14,Crime TV Shows, Docuseries,0,United States,3
2013,Movie,TV-MA,Horror Movies, Independent Movies, Thrillers,United States,1
2018,TV Show,TV-MA,TV Comedies, TV Dramas,0,Australia,3
2015,Movie,TV-14,Comedies, International Movies, Romantic Movies,Pakistan,0
2016,Movie,TV-MA,Dramas, International Movies,0,India,0
